epoch,distortion_loss,perception_loss,rate,lambda
4,0.014724808745086193,0.026881707832217216,20.0,0.001
9,0.013605663552880287,0.03449057415127754,20.0,0.001
14,0.015062379650771618,-0.12453300505876541,20.0,0.001
19,0.013494467362761497,-0.16341057419776917,20.0,0.001
24,0.011880306527018547,0.02481851726770401,20.0,0.001
29,0.01188476663082838,-0.004328141454607248,20.0,0.001
34,0.011832870543003082,-0.030907761305570602,20.0,0.001
39,0.011777539737522602,-0.0345274843275547,20.0,0.001
44,0.011665793135762215,-0.02605515345931053,20.0,0.001
49,0.011630333960056305,-0.022982576861977577,20.0,0.001
