epoch,distortion_loss,perception_loss,rate,lambda
4,0.011525415815412998,-0.2011336237192154,28.0,0.001
9,0.009638392366468906,-0.16694064438343048,28.0,0.001
14,0.008954836055636406,-0.08762412518262863,28.0,0.001
19,0.00937439501285553,-0.1366252601146698,28.0,0.001
24,0.008351207710802555,-0.0852915570139885,28.0,0.001
29,0.008215999230742455,-0.08527524024248123,28.0,0.001
34,0.008163624443113804,-0.0783422514796257,28.0,0.001
39,0.008097649551928043,-0.08555624634027481,28.0,0.001
44,0.008006242103874683,-0.08206737786531448,28.0,0.001
49,0.008090824820101261,-0.086295485496521,28.0,0.001
54,0.008057181723415852,-0.07484526187181473,28.0,0.001
59,0.008038077503442764,-0.08114620298147202,28.0,0.001
64,0.00799029041081667,-0.0867389366030693,28.0,0.001
69,0.008050910197198391,-0.09569719433784485,28.0,0.001
74,0.008019034750759602,-0.07628511637449265,28.0,0.001
79,0.008004226721823215,-0.08690702170133591,28.0,0.001
84,0.007986662909388542,-0.07800382375717163,28.0,0.001
89,0.007985402829945087,-0.0847272202372551,28.0,0.001
94,0.00800345093011856,-0.07173512876033783,28.0,0.001
99,0.0079899150878191,-0.08080407232046127,28.0,0.001
