epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.010319866240024567,0.8202906847000122,32.0,0.001
9,0.008654901757836342,0.6601909399032593,32.0,0.001
14,0.007694016210734844,0.5788673162460327,32.0,0.001
19,0.007612750865519047,0.5603449940681458,32.0,0.001
24,0.007033751346170902,0.5293881297111511,32.0,0.001
29,0.006961649749428034,0.5270920991897583,32.0,0.001
34,0.006947534624487162,0.5056567192077637,32.0,0.001
39,0.006921712309122086,0.4983653128147125,32.0,0.001
44,0.006824745796620846,0.4908244013786316,32.0,0.001
49,0.0068190619349479675,0.49709218740463257,32.0,0.001
54,0.0067791868932545185,0.4854260981082916,32.0,0.001
59,0.00678423885256052,0.49735578894615173,32.0,0.001
64,0.0068399845622479916,0.47587913274765015,32.0,0.001
69,0.006776921451091766,0.46803587675094604,32.0,0.001
74,0.006758599542081356,0.4683235287666321,32.0,0.001
79,0.006750373635441065,0.4691382348537445,32.0,0.001
84,0.0067524113692343235,0.47594642639160156,32.0,0.001
89,0.006748604588210583,0.4683823585510254,32.0,0.001
94,0.006815401837229729,0.47416502237319946,32.0,0.001
99,0.006742177996784449,0.46686843037605286,32.0,0.001
