epoch,distortion_loss,perception_loss,rate,lambda
4,0.017338963225483894,-0.612926185131073,120.0,0.03
9,0.014803789556026459,-0.21967719495296478,120.0,0.03
14,0.018549449741840363,-0.08192514628171921,120.0,0.03
19,0.015867281705141068,-0.25261759757995605,120.0,0.03
24,0.018038811162114143,-0.631152331829071,120.0,0.03
29,0.014681830070912838,-0.347779244184494,120.0,0.03
34,0.016948141157627106,-0.6821617484092712,120.0,0.03
39,0.015681851655244827,-0.466170996427536,120.0,0.03
44,0.01424899511039257,-0.40259087085723877,120.0,0.03
49,0.013958078809082508,-0.27731937170028687,120.0,0.03
54,0.014064237475395203,-0.5789455771446228,120.0,0.03
59,0.014222763478755951,-0.42952314019203186,120.0,0.03
64,0.014267104677855968,-0.5335327386856079,120.0,0.03
69,0.013936898671090603,-0.36845171451568604,120.0,0.03
74,0.014014026150107384,-0.34015026688575745,120.0,0.03
79,0.013978550210595131,-0.44125229120254517,120.0,0.03
84,0.013516387902200222,-0.4314426779747009,120.0,0.03
89,0.013569390401244164,-0.4172201156616211,120.0,0.03
94,0.013335389085114002,-0.39724642038345337,120.0,0.03
99,0.01329515129327774,-0.4293941259384155,120.0,0.03
