epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.019634200260043144,1.685106635093689,24.0,0.003
9,0.020709529519081116,1.5163465738296509,24.0,0.003
14,0.01843876950442791,1.303995966911316,24.0,0.003
19,0.018378112465143204,1.1485950946807861,24.0,0.003
24,0.018459392711520195,1.0348538160324097,24.0,0.003
29,0.018924182280898094,0.9829165935516357,24.0,0.003
34,0.018050821498036385,0.9563714265823364,24.0,0.003
39,0.0182317104190588,0.8881859183311462,24.0,0.003
44,0.017995474860072136,0.8458119034767151,24.0,0.003
49,0.01789041981101036,0.83600914478302,24.0,0.003
54,0.017857268452644348,0.8560246229171753,24.0,0.003
59,0.01788085140287876,0.8384094834327698,24.0,0.003
64,0.017948361113667488,0.841960072517395,24.0,0.003
69,0.017873544245958328,0.8253787159919739,24.0,0.003
74,0.01786886528134346,0.8334007263183594,24.0,0.003
79,0.017855988815426826,0.8237895965576172,24.0,0.003
84,0.01786382868885994,0.8294336795806885,24.0,0.003
89,0.017913568764925003,0.8148002028465271,24.0,0.003
94,0.018022557720541954,0.8305326104164124,24.0,0.003
99,0.017893275246024132,0.817831814289093,24.0,0.003
