epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.016488827764987946,0.9103889465332031,20.0,0.001
9,0.013695514760911465,0.7736951112747192,20.0,0.001
14,0.01274429727345705,0.7195323705673218,20.0,0.001
19,0.012468689121305943,0.6892692446708679,20.0,0.001
24,0.011930379085242748,0.6732384562492371,20.0,0.001
29,0.011695646680891514,0.6612342000007629,20.0,0.001
34,0.011662124656140804,0.650107204914093,20.0,0.001
39,0.011584551073610783,0.6303684711456299,20.0,0.001
44,0.011514718644320965,0.6300631165504456,20.0,0.001
49,0.011532493866980076,0.6313549876213074,20.0,0.001
54,0.011531325988471508,0.6328375935554504,20.0,0.001
59,0.011495606042444706,0.64107346534729,20.0,0.001
64,0.011592742055654526,0.6169348359107971,20.0,0.001
69,0.011471251025795937,0.616770327091217,20.0,0.001
74,0.011477972380816936,0.6188293099403381,20.0,0.001
79,0.011470161378383636,0.6145592331886292,20.0,0.001
84,0.011443812400102615,0.6238447427749634,20.0,0.001
89,0.011418777517974377,0.612745463848114,20.0,0.001
94,0.011404860764741898,0.6144073009490967,20.0,0.001
99,0.011418561451137066,0.6055633425712585,20.0,0.001
