epoch, distortion_loss, perception_loss, rate, lambda
4,0.016488827764987946,-0.10993235558271408,20.0,0.001
9,0.013695514760911465,-0.001307029975578189,20.0,0.001
14,0.01274429727345705,0.021506691351532936,20.0,0.001
19,0.012468689121305943,0.000888591050170362,20.0,0.001
24,0.011930379085242748,-0.015141865238547325,20.0,0.001
29,0.011695646680891514,0.0017142464639618993,20.0,0.001
34,0.011662124656140804,-0.01495029404759407,20.0,0.001
39,0.011584551073610783,0.006745152175426483,20.0,0.001
44,0.011514718644320965,0.010182764381170273,20.0,0.001
49,0.011532493866980076,0.011447512544691563,20.0,0.001
54,0.011531325988471508,0.01196249295026064,20.0,0.001
59,0.011495606042444706,0.00019630488532129675,20.0,0.001
64,0.011592742055654526,0.010637832805514336,20.0,0.001
69,0.011471251025795937,0.0024814594071358442,20.0,0.001
74,0.011477972380816936,-0.011131072416901588,20.0,0.001
79,0.011470161378383636,-0.00850467849522829,20.0,0.001
84,0.011443812400102615,0.00781039334833622,20.0,0.001
89,0.011418777517974377,0.008979598060250282,20.0,0.001
94,0.011404860764741898,-0.0026356864254921675,20.0,0.001
99,0.011418561451137066,0.0034745284356176853,20.0,0.001
