epoch, distortion_loss, perception_loss, rate, lambda
4,0.011510716751217842,-0.222773939371109,28.0,0.001
9,0.01066261250525713,-0.19122429192066193,28.0,0.001
14,0.009205126203596592,-0.057597946375608444,28.0,0.001
19,0.008736979216337204,-0.06651733815670013,28.0,0.001
24,0.008309176191687584,-0.09636633843183517,28.0,0.001
29,0.008350183255970478,-0.15774674713611603,28.0,0.001
34,0.008291654288768768,-0.16960030794143677,28.0,0.001
39,0.008165361359715462,-0.17363564670085907,28.0,0.001
44,0.008042792789638042,-0.15600673854351044,28.0,0.001
49,0.008064934983849525,-0.17087362706661224,28.0,0.001
54,0.00806330144405365,-0.181900754570961,28.0,0.001
59,0.008084168657660484,-0.18142028152942657,28.0,0.001
64,0.008037394843995571,-0.1923631727695465,28.0,0.001
69,0.00802960991859436,-0.1957601010799408,28.0,0.001
74,0.00801751110702753,-0.19298090040683746,28.0,0.001
79,0.008008240722119808,-0.19678224623203278,28.0,0.001
84,0.008004392497241497,-0.19699090719223022,28.0,0.001
89,0.007968208752572536,-0.19546233117580414,28.0,0.001
94,0.008049223572015762,-0.19384613633155823,28.0,0.001
99,0.00805407203733921,-0.19538934528827667,28.0,0.001
