epoch,distortion_loss,accuracy, rate, lambda
4,0.011510716751217842,0.7311,28.0,0.001
9,0.01066261250525713,0.7655,28.0,0.001
14,0.009205126203596592,0.7848,28.0,0.001
19,0.008736979216337204,0.7993,28.0,0.001
24,0.008309176191687584,0.8064,28.0,0.001
29,0.008350183255970478,0.8139,28.0,0.001
34,0.008291654288768768,0.8137,28.0,0.001
39,0.008165361359715462,0.8125,28.0,0.001
44,0.008042792789638042,0.8159,28.0,0.001
49,0.008064934983849525,0.8209,28.0,0.001
54,0.00806330144405365,0.8227,28.0,0.001
59,0.008084168657660484,0.8214,28.0,0.001
64,0.008037394843995571,0.8263,28.0,0.001
69,0.00802960991859436,0.8267,28.0,0.001
74,0.00801751110702753,0.8258,28.0,0.001
79,0.008008240722119808,0.8283,28.0,0.001
84,0.008004392497241497,0.8281,28.0,0.001
89,0.007968208752572536,0.8239,28.0,0.001
94,0.008049223572015762,0.8257,28.0,0.001
99,0.00805407203733921,0.8258,28.0,0.001
