epoch, distortion_loss, perception_loss, rate, lambda
4,0.013665592297911644,-0.19774992763996124,24.0,0.001
9,0.01172650046646595,-0.00589675921946764,24.0,0.001
14,0.010866198688745499,-0.03941664844751358,24.0,0.001
19,0.010304407216608524,-0.039414092898368835,24.0,0.001
24,0.009815232828259468,-0.03807694464921951,24.0,0.001
29,0.009665388613939285,0.017380351200699806,24.0,0.001
34,0.009795174933969975,-0.05730395391583443,24.0,0.001
39,0.009619776159524918,-0.052196990698575974,24.0,0.001
44,0.00948233064264059,-0.018206579610705376,24.0,0.001
49,0.00946062058210373,-0.0023839599452912807,24.0,0.001
54,0.009512782096862793,-0.019587408751249313,24.0,0.001
59,0.009486101567745209,-0.011654142290353775,24.0,0.001
64,0.00945325754582882,-0.013608135282993317,24.0,0.001
69,0.009469334967434406,-0.009385637007653713,24.0,0.001
74,0.009450981393456459,-0.010982406325638294,24.0,0.001
79,0.00947742722928524,-0.02426743321120739,24.0,0.001
84,0.0094509432092309,-0.008018276654183865,24.0,0.001
89,0.009453920647501945,-0.02343909628689289,24.0,0.001
94,0.009470352903008461,-0.026215514168143272,24.0,0.001
99,0.009458841755986214,-0.032111939042806625,24.0,0.001
