epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.018078066408634186,0.9027628898620605,16.0,0.001
9,0.016514690592885017,0.8105397820472717,16.0,0.001
14,0.016856225207448006,0.7762002944946289,16.0,0.001
19,0.01643870584666729,0.7463464140892029,16.0,0.001
24,0.014665625058114529,0.7134137749671936,16.0,0.001
29,0.014578912407159805,0.7088676691055298,16.0,0.001
34,0.014550166204571724,0.6996093392372131,16.0,0.001
39,0.014367359690368176,0.6937276124954224,16.0,0.001
44,0.014396477490663528,0.6871713399887085,16.0,0.001
49,0.014319227077066898,0.6965038180351257,16.0,0.001
54,0.014346309937536716,0.6860608458518982,16.0,0.001
59,0.014245033264160156,0.6856751441955566,16.0,0.001
64,0.014281878247857094,0.6865677833557129,16.0,0.001
69,0.014278859831392765,0.6811814904212952,16.0,0.001
74,0.014291048981249332,0.6769325733184814,16.0,0.001
79,0.014254969544708729,0.6722928285598755,16.0,0.001
84,0.014316972345113754,0.6795292496681213,16.0,0.001
89,0.01429941039532423,0.6743105053901672,16.0,0.001
94,0.01427999697625637,0.6780104041099548,16.0,0.001
99,0.01421528309583664,0.6677407622337341,16.0,0.001
