epoch,distortion_loss,accuracy, rate, lambda
4,0.018078066408634186,0.6959,16.0,0.001
9,0.016514690592885017,0.7218,16.0,0.001
14,0.016856225207448006,0.7362,16.0,0.001
19,0.01643870584666729,0.7464,16.0,0.001
24,0.014665625058114529,0.7552,16.0,0.001
29,0.014578912407159805,0.7569,16.0,0.001
34,0.014550166204571724,0.7593,16.0,0.001
39,0.014367359690368176,0.7603,16.0,0.001
44,0.014396477490663528,0.763,16.0,0.001
49,0.014319227077066898,0.7604,16.0,0.001
54,0.014346309937536716,0.7628,16.0,0.001
59,0.014245033264160156,0.7605,16.0,0.001
64,0.014281878247857094,0.7654,16.0,0.001
69,0.014278859831392765,0.7681,16.0,0.001
74,0.014291048981249332,0.7647,16.0,0.001
79,0.014254969544708729,0.7671,16.0,0.001
84,0.014316972345113754,0.7656,16.0,0.001
89,0.01429941039532423,0.7729,16.0,0.001
94,0.01427999697625637,0.7688,16.0,0.001
99,0.01421528309583664,0.7679,16.0,0.001
