epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.053723715245723724,0.4773511588573456,24.0,0.05
9,0.046209871768951416,0.35140442848205566,24.0,0.05
14,0.04863951727747917,0.30416572093963623,24.0,0.05
19,0.049339111894369125,0.3006930947303772,24.0,0.05
24,0.04673335701227188,0.25957930088043213,24.0,0.05
29,0.04727765917778015,0.2653176784515381,24.0,0.05
34,0.045863162726163864,0.25421759486198425,24.0,0.05
39,0.0469556599855423,0.2467953860759735,24.0,0.05
44,0.04720880463719368,0.24879276752471924,24.0,0.05
49,0.04708617180585861,0.24010412395000458,24.0,0.05
54,0.046852122992277145,0.246368408203125,24.0,0.05
59,0.046108514070510864,0.24116720259189606,24.0,0.05
64,0.04698002338409424,0.2450065165758133,24.0,0.05
69,0.046718351542949677,0.2360830456018448,24.0,0.05
74,0.046030838042497635,0.23929858207702637,24.0,0.05
79,0.04675056412816048,0.23890846967697144,24.0,0.05
84,0.04663386940956116,0.23529772460460663,24.0,0.05
89,0.046825189143419266,0.24267196655273438,24.0,0.05
94,0.046683333814144135,0.22920909523963928,24.0,0.05
99,0.047144901007413864,0.2342642992734909,24.0,0.05
