epoch,distortion_loss,perception_loss,rate,lambda
4,0.053723715245723724,-1.9528419971466064,24.0,0.05
9,0.046209871768951416,-1.5196397304534912,24.0,0.05
14,0.04863951727747917,-2.0751004219055176,24.0,0.05
19,0.049339111894369125,-1.868630051612854,24.0,0.05
24,0.04673335701227188,-2.1439085006713867,24.0,0.05
29,0.04727765917778015,-2.0183427333831787,24.0,0.05
34,0.045863162726163864,-2.042440176010132,24.0,0.05
39,0.0469556599855423,-1.9815188646316528,24.0,0.05
44,0.04720880463719368,-2.0796549320220947,24.0,0.05
49,0.04708617180585861,-2.071551561355591,24.0,0.05
54,0.046852122992277145,-2.1036503314971924,24.0,0.05
59,0.046108514070510864,-2.0812416076660156,24.0,0.05
64,0.04698002338409424,-2.078939914703369,24.0,0.05
69,0.046718351542949677,-2.0580997467041016,24.0,0.05
74,0.046030838042497635,-2.062107801437378,24.0,0.05
79,0.04675056412816048,-2.0526514053344727,24.0,0.05
84,0.04663386940956116,-2.0470407009124756,24.0,0.05
89,0.046825189143419266,-2.0679798126220703,24.0,0.05
94,0.046683333814144135,-2.0435376167297363,24.0,0.05
99,0.047144901007413864,-2.0685172080993652,24.0,0.05
