epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.011640236712992191,0.8107877969741821,28.0,0.001
9,0.010429744608700275,0.6998161673545837,28.0,0.001
14,0.009026342071592808,0.6331937909126282,28.0,0.001
19,0.00915011391043663,0.6028046011924744,28.0,0.001
24,0.0082388985902071,0.5704723000526428,28.0,0.001
29,0.008226235397160053,0.5629099607467651,28.0,0.001
34,0.008048596791923046,0.5414209365844727,28.0,0.001
39,0.008005286566913128,0.5361872315406799,28.0,0.001
44,0.00796417985111475,0.5384945869445801,28.0,0.001
49,0.007925822399556637,0.5279967784881592,28.0,0.001
54,0.007972841151058674,0.5320338010787964,28.0,0.001
59,0.007966350764036179,0.5184599161148071,28.0,0.001
64,0.007946869358420372,0.5119510293006897,28.0,0.001
69,0.007911439053714275,0.5050213932991028,28.0,0.001
74,0.007911679334938526,0.5174116492271423,28.0,0.001
79,0.007922329939901829,0.509119987487793,28.0,0.001
84,0.007929490879178047,0.49973806738853455,28.0,0.001
89,0.00791647844016552,0.5076755881309509,28.0,0.001
94,0.007876971736550331,0.513787567615509,28.0,0.001
99,0.007870122790336609,0.5116534233093262,28.0,0.001
