epoch, distortion_loss, perception_loss, rate, lambda
4,0.011640236712992191,-0.24943099915981293,28.0,0.001
9,0.010429744608700275,-0.16191211342811584,28.0,0.001
14,0.009026342071592808,-0.06420055031776428,28.0,0.001
19,0.00915011391043663,-0.17256104946136475,28.0,0.001
24,0.0082388985902071,-0.058038439601659775,28.0,0.001
29,0.008226235397160053,-0.04445899650454521,28.0,0.001
34,0.008048596791923046,-0.04467527195811272,28.0,0.001
39,0.008005286566913128,-0.06075199320912361,28.0,0.001
44,0.00796417985111475,-0.04851289093494415,28.0,0.001
49,0.007925822399556637,-0.05690169706940651,28.0,0.001
54,0.007972841151058674,-0.05784549564123154,28.0,0.001
59,0.007966350764036179,-0.06367694586515427,28.0,0.001
64,0.007946869358420372,-0.05551750957965851,28.0,0.001
69,0.007911439053714275,-0.04846975952386856,28.0,0.001
74,0.007911679334938526,-0.0508163757622242,28.0,0.001
79,0.007922329939901829,-0.0630900040268898,28.0,0.001
84,0.007929490879178047,-0.0554518848657608,28.0,0.001
89,0.00791647844016552,-0.06378918141126633,28.0,0.001
94,0.007876971736550331,-0.054353244602680206,28.0,0.001
99,0.007870122790336609,-0.05954759195446968,28.0,0.001
