epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.03573112562298775,1.3951258659362793,4.0,0.001
9,0.034928757697343826,1.3511618375778198,4.0,0.001
14,0.03442902863025665,1.322462797164917,4.0,0.001
19,0.03385766223073006,1.3182250261306763,4.0,0.001
24,0.03363468870520592,1.3080358505249023,4.0,0.001
29,0.033630989491939545,1.3134678602218628,4.0,0.001
34,0.03354800492525101,1.3025232553482056,4.0,0.001
39,0.0334511362016201,1.299310326576233,4.0,0.001
44,0.0333084762096405,1.2911381721496582,4.0,0.001
49,0.03338220342993736,1.299280047416687,4.0,0.001
54,0.03348172456026077,1.2951560020446777,4.0,0.001
59,0.03336348012089729,1.2991933822631836,4.0,0.001
64,0.03336183726787567,1.2931256294250488,4.0,0.001
69,0.03342300280928612,1.2919063568115234,4.0,0.001
74,0.033340152353048325,1.294980525970459,4.0,0.001
79,0.03334452211856842,1.2999593019485474,4.0,0.001
84,0.03335769101977348,1.291802167892456,4.0,0.001
89,0.033338215202093124,1.290732979774475,4.0,0.001
94,0.0333687923848629,1.2946076393127441,4.0,0.001
99,0.03340362012386322,1.2904918193817139,4.0,0.001
