epoch,distortion_loss,accuracy, rate, lambda
4,0.03573112562298775,0.4904,4.0,0.001
9,0.034928757697343826,0.5097,4.0,0.001
14,0.03442902863025665,0.5252,4.0,0.001
19,0.03385766223073006,0.5302,4.0,0.001
24,0.03363468870520592,0.5335,4.0,0.001
29,0.033630989491939545,0.5284,4.0,0.001
34,0.03354800492525101,0.5361,4.0,0.001
39,0.0334511362016201,0.5402,4.0,0.001
44,0.0333084762096405,0.5411,4.0,0.001
49,0.03338220342993736,0.5404,4.0,0.001
54,0.03348172456026077,0.5373,4.0,0.001
59,0.03336348012089729,0.5428,4.0,0.001
64,0.03336183726787567,0.538,4.0,0.001
69,0.03342300280928612,0.5394,4.0,0.001
74,0.033340152353048325,0.5428,4.0,0.001
79,0.03334452211856842,0.5409,4.0,0.001
84,0.03335769101977348,0.5398,4.0,0.001
89,0.033338215202093124,0.5437,4.0,0.001
94,0.0333687923848629,0.543,4.0,0.001
99,0.03340362012386322,0.5441,4.0,0.001
