epoch,distortion_loss,perception_loss,rate,lambda
4,0.07073330879211426,-1.8610767126083374,8.0,0.05
9,0.05328616872429848,-1.6156760454177856,8.0,0.05
14,0.06770322471857071,-1.7772579193115234,8.0,0.05
19,0.06076189503073692,-1.5445481538772583,8.0,0.05
24,0.05593404918909073,-1.7663583755493164,8.0,0.05
29,0.058654483407735825,-1.911430835723877,8.0,0.05
34,0.05776199698448181,-1.9001902341842651,8.0,0.05
39,0.05764215067028999,-1.8173437118530273,8.0,0.05
44,0.05889799818396568,-2.07253098487854,8.0,0.05
49,0.05842131748795509,-2.0558292865753174,8.0,0.05
54,0.05966218188405037,-2.1366400718688965,8.0,0.05
59,0.05900678038597107,-2.1449520587921143,8.0,0.05
64,0.05796574428677559,-1.9753962755203247,8.0,0.05
69,0.059281125664711,-2.116135597229004,8.0,0.05
74,0.05874929204583168,-1.9765231609344482,8.0,0.05
79,0.05897275730967522,-2.0816521644592285,8.0,0.05
84,0.06027289852499962,-2.100538969039917,8.0,0.05
89,0.059718746691942215,-2.1039817333221436,8.0,0.05
94,0.05927600711584091,-2.007080316543579,8.0,0.05
99,0.06030581519007683,-2.0774850845336914,8.0,0.05
