epoch,distortion_loss,perception_loss,rate,lambda
4,0.01734417863190174,0.09713389724493027,16.0,0.001
9,0.015746353194117546,0.1338324099779129,16.0,0.001
14,0.015218643471598625,0.11062558740377426,16.0,0.001
19,0.014802192337810993,0.0753171294927597,16.0,0.001
24,0.014405982568860054,0.12748922407627106,16.0,0.001
29,0.01433862280100584,0.029846083372831345,16.0,0.001
34,0.014317977242171764,0.03552326187491417,16.0,0.001
39,0.014200029894709587,0.06228640303015709,16.0,0.001
44,0.014113649725914001,0.06254138052463531,16.0,0.001
49,0.014163585379719734,0.06986548751592636,16.0,0.001
54,0.014143062755465508,0.06822723150253296,16.0,0.001
59,0.014114733785390854,0.06305783241987228,16.0,0.001
64,0.014095282182097435,0.08651130646467209,16.0,0.001
69,0.014125531539320946,0.0834738239645958,16.0,0.001
74,0.014159700833261013,0.08923452347517014,16.0,0.001
79,0.014067291282117367,0.08052738755941391,16.0,0.001
84,0.01407533697783947,0.08114512264728546,16.0,0.001
89,0.014023790135979652,0.07146388292312622,16.0,0.001
94,0.014077930711209774,0.07592854648828506,16.0,0.001
99,0.01406687218695879,0.07120048999786377,16.0,0.001
