epoch,distortion_loss,perception_loss,rate,lambda
4,0.020477641373872757,-1.0534497499465942,20.0,0.03
9,0.019335731863975525,-0.08324471116065979,20.0,0.03
14,0.02076912857592106,-0.07687229663133621,20.0,0.03
19,0.020653795450925827,-0.07633914053440094,20.0,0.03
24,0.02362409234046936,-0.12726512551307678,20.0,0.03
29,0.02387920208275318,-0.10119283944368362,20.0,0.03
34,0.02229149080812931,-0.0767345055937767,20.0,0.03
39,0.024228602647781372,-0.14907050132751465,20.0,0.03
44,0.023186184465885162,-0.18640857934951782,20.0,0.03
49,0.022996027022600174,-0.22338709235191345,20.0,0.03
54,0.02313869819045067,-0.25811997056007385,20.0,0.03
59,0.022577373310923576,-0.27796053886413574,20.0,0.03
64,0.023099450394511223,-0.23697294294834137,20.0,0.03
69,0.022575072944164276,-0.26955193281173706,20.0,0.03
74,0.022460712119936943,-0.30482280254364014,20.0,0.03
79,0.02293061651289463,-0.2562124729156494,20.0,0.03
84,0.022686555981636047,-0.3026663661003113,20.0,0.03
89,0.022568635642528534,-0.2586061656475067,20.0,0.03
94,0.022349240258336067,-0.21291115880012512,20.0,0.03
99,0.022550636902451515,-0.1865542083978653,20.0,0.03
