epoch,distortion_loss,accuracy,rate,lambda
4,0.020477641373872757,0.27404732636754764,20.0,0.03
9,0.019335731863975525,0.3191840811309158,20.0,0.03
14,0.02076912857592106,0.3465734480639213,20.0,0.03
19,0.020653795450925827,0.32986324523663185,20.0,0.03
24,0.02362409234046936,0.32579133374308544,20.0,0.03
29,0.02387920208275318,0.3391979102642901,20.0,0.03
34,0.02229149080812931,0.3415027658266749,20.0,0.03
39,0.024228602647781372,0.33001690227412417,20.0,0.03
44,0.023186184465885162,0.34138752304855563,20.0,0.03
49,0.022996027022600174,0.33869852489244007,20.0,0.03
54,0.02313869819045067,0.3547556853103872,20.0,0.03
59,0.022577373310923576,0.3552550706822373,20.0,0.03
64,0.023099450394511223,0.3510679164105716,20.0,0.03
69,0.022575072944164276,0.35786724031960665,20.0,0.03
74,0.022460712119936943,0.3642440073755378,20.0,0.03
79,0.02293061651289463,0.35986478180700676,20.0,0.03
84,0.022686555981636047,0.36078672403196066,20.0,0.03
89,0.022568635642528534,0.36731714812538413,20.0,0.03
94,0.022349240258336067,0.35913491087891825,20.0,0.03
99,0.022550636902451515,0.3584818684695759,20.0,0.03
