epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.020477641373872757,2.0517635345458984,20.0,0.03
9,0.019335731863975525,1.9376002550125122,20.0,0.03
14,0.02076912857592106,1.8730671405792236,20.0,0.03
19,0.020653795450925827,1.9034608602523804,20.0,0.03
24,0.02362409234046936,1.929327130317688,20.0,0.03
29,0.02387920208275318,1.871869683265686,20.0,0.03
34,0.02229149080812931,1.866023063659668,20.0,0.03
39,0.024228602647781372,1.9074277877807617,20.0,0.03
44,0.023186184465885162,1.8722519874572754,20.0,0.03
49,0.022996027022600174,1.8631078004837036,20.0,0.03
54,0.02313869819045067,1.8375070095062256,20.0,0.03
59,0.022577373310923576,1.8270760774612427,20.0,0.03
64,0.023099450394511223,1.8384093046188354,20.0,0.03
69,0.022575072944164276,1.8272870779037476,20.0,0.03
74,0.022460712119936943,1.8165013790130615,20.0,0.03
79,0.02293061651289463,1.8119585514068604,20.0,0.03
84,0.022686555981636047,1.8164405822753906,20.0,0.03
89,0.022568635642528534,1.797957181930542,20.0,0.03
94,0.022349240258336067,1.8005338907241821,20.0,0.03
99,0.022550636902451515,1.810132384300232,20.0,0.03
