epoch,distortion_loss,perception_loss,rate,lambda
4,0.014584417454898357,-0.021449608728289604,20.0,0.001
9,0.014241480268537998,-0.12572027742862701,20.0,0.001
14,0.012682683765888214,-0.0005811969167552888,20.0,0.001
19,0.012201842851936817,0.01689138635993004,20.0,0.001
24,0.01181774027645588,0.006517497822642326,20.0,0.001
29,0.011728568002581596,-0.0040793707594275475,20.0,0.001
34,0.011620638892054558,0.011041141115128994,20.0,0.001
39,0.01161012053489685,-0.03052586317062378,20.0,0.001
44,0.011552748270332813,3.663445750134997e-05,20.0,0.001
49,0.011525662615895271,-0.023461027070879936,20.0,0.001
