epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.05189363285899162,0.4158206880092621,20.0,0.05
9,0.04602111503481865,0.36112838983535767,20.0,0.05
14,0.04820140078663826,0.3274223804473877,20.0,0.05
19,0.048114340752363205,0.29021769762039185,20.0,0.05
24,0.04812115803360939,0.2707575261592865,20.0,0.05
29,0.0474148653447628,0.2543487548828125,20.0,0.05
34,0.047294143587350845,0.25522029399871826,20.0,0.05
39,0.04993167147040367,0.2479766309261322,20.0,0.05
44,0.048100393265485764,0.24838046729564667,20.0,0.05
49,0.0477391853928566,0.2517354488372803,20.0,0.05
54,0.0479353703558445,0.25196897983551025,20.0,0.05
59,0.048338502645492554,0.2416001409292221,20.0,0.05
64,0.04751932993531227,0.24318702518939972,20.0,0.05
69,0.04724109545350075,0.2386658936738968,20.0,0.05
74,0.04752130061388016,0.2433754801750183,20.0,0.05
79,0.047660019248723984,0.24582530558109283,20.0,0.05
84,0.04791055619716644,0.24447736144065857,20.0,0.05
89,0.04774126783013344,0.24539686739444733,20.0,0.05
94,0.04772785305976868,0.24557965993881226,20.0,0.05
99,0.04773442819714546,0.23303012549877167,20.0,0.05
