epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.018323160707950592,1.4925179481506348,120.0,0.01
9,0.014522775076329708,1.237561583518982,120.0,0.01
14,0.1664472371339798,2.3428730964660645,120.0,0.01
19,0.020208649337291718,1.2963109016418457,120.0,0.01
24,0.015135989524424076,1.0987632274627686,120.0,0.01
29,0.013453168794512749,1.062529444694519,120.0,0.01
34,0.011755854822695255,1.0279889106750488,120.0,0.01
39,0.012365352362394333,0.9461389183998108,120.0,0.01
44,0.01201716624200344,0.8779224157333374,120.0,0.01
49,0.012272490188479424,0.8836503028869629,120.0,0.01
54,0.01204406563192606,0.854559600353241,120.0,0.01
59,0.011936469003558159,0.8702576756477356,120.0,0.01
64,0.011873713694512844,0.883324921131134,120.0,0.01
69,0.012445413507521152,0.860347330570221,120.0,0.01
74,0.012842424213886261,0.8876763582229614,120.0,0.01
79,0.012742266058921814,0.8698866367340088,120.0,0.01
84,0.012447184883058071,0.8786123394966125,120.0,0.01
89,0.012364151887595654,0.8731194734573364,120.0,0.01
94,0.012509198859333992,0.8728042840957642,120.0,0.01
99,0.012335137464106083,0.8750125169754028,120.0,0.01
