epoch, distortion_loss, perception_loss, rate, lambda
4,0.012986346147954464,-0.057993076741695404,24.0,0.001
9,0.012031670659780502,-0.14538754522800446,24.0,0.001
14,0.011315918527543545,-0.20791669189929962,24.0,0.001
19,0.010163730941712856,-0.0966973826289177,24.0,0.001
24,0.009755304083228111,-0.07005982846021652,24.0,0.001
29,0.009671073406934738,-0.0772349014878273,24.0,0.001
34,0.009581283666193485,-0.08887112885713577,24.0,0.001
39,0.009644519537687302,-0.07782545685768127,24.0,0.001
44,0.009461848996579647,-0.09286810457706451,24.0,0.001
49,0.009488068521022797,-0.0982854962348938,24.0,0.001
54,0.009442011825740337,-0.10592421889305115,24.0,0.001
59,0.009474371559917927,-0.09634588658809662,24.0,0.001
64,0.009440275840461254,-0.09518781304359436,24.0,0.001
69,0.009419279173016548,-0.09320608526468277,24.0,0.001
74,0.009397548623383045,-0.10365276783704758,24.0,0.001
79,0.00943595077842474,-0.09803295135498047,24.0,0.001
84,0.009375669062137604,-0.09899264574050903,24.0,0.001
89,0.009397356770932674,-0.08834836632013321,24.0,0.001
94,0.009361887350678444,-0.08375110477209091,24.0,0.001
99,0.009423279203474522,-0.10002481192350388,24.0,0.001
