epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.012986346147954464,0.8802733421325684,24.0,0.001
9,0.012031670659780502,0.7573871612548828,24.0,0.001
14,0.011315918527543545,0.6737236380577087,24.0,0.001
19,0.010163730941712856,0.6448845267295837,24.0,0.001
24,0.009755304083228111,0.6088013648986816,24.0,0.001
29,0.009671073406934738,0.604717493057251,24.0,0.001
34,0.009581283666193485,0.5934996604919434,24.0,0.001
39,0.009644519537687302,0.5848363041877747,24.0,0.001
44,0.009461848996579647,0.572157621383667,24.0,0.001
49,0.009488068521022797,0.5624765753746033,24.0,0.001
54,0.009442011825740337,0.5602341890335083,24.0,0.001
59,0.009474371559917927,0.5645574927330017,24.0,0.001
64,0.009440275840461254,0.5623569488525391,24.0,0.001
69,0.009419279173016548,0.5661253333091736,24.0,0.001
74,0.009397548623383045,0.5671606063842773,24.0,0.001
79,0.00943595077842474,0.5546137690544128,24.0,0.001
84,0.009375669062137604,0.5505520105361938,24.0,0.001
89,0.009397356770932674,0.5515280365943909,24.0,0.001
94,0.009361887350678444,0.5476281642913818,24.0,0.001
99,0.009423279203474522,0.5584578514099121,24.0,0.001
