epoch,distortion_loss,perception_loss,rate,lambda
4,0.01179545745253563,-0.1580975502729416,28.0,0.001
9,0.01010419987142086,-0.12544846534729004,28.0,0.001
14,0.0090096490457654,-0.10826798528432846,28.0,0.001
19,0.008622627705335617,-0.125945582985878,28.0,0.001
24,0.008158855140209198,-0.07948802411556244,28.0,0.001
29,0.008143839426338673,-0.07991789281368256,28.0,0.001
34,0.007950038649141788,-0.1134585291147232,28.0,0.001
39,0.007959986105561256,-0.1029123067855835,28.0,0.001
44,0.007815137505531311,-0.08505583554506302,28.0,0.001
49,0.007874157279729843,-0.10006068646907806,28.0,0.001
54,0.0077699171379208565,-0.09228216856718063,28.0,0.001
59,0.007794647011905909,-0.105654776096344,28.0,0.001
64,0.007814329117536545,-0.08998271077871323,28.0,0.001
69,0.007810610346496105,-0.09709053486585617,28.0,0.001
74,0.0078033218160271645,-0.09418914467096329,28.0,0.001
79,0.007793722208589315,-0.09596144407987595,28.0,0.001
84,0.0078024608083069324,-0.10106243938207626,28.0,0.001
89,0.007788382470607758,-0.08461052924394608,28.0,0.001
94,0.007789113093167543,-0.10512224584817886,28.0,0.001
99,0.007761044893413782,-0.09802714735269547,28.0,0.001
