epoch,distortion_loss,accuracy,rate,lambda
4,0.020681625232100487,0.3115012292562999,40.0,0.03
9,0.018956977874040604,0.39847111247695144,40.0,0.03
14,0.019731204956769943,0.4174861708666257,40.0,0.03
19,0.02156403847038746,0.4241318377381684,40.0,0.03
24,0.019308339804410934,0.4575522433927474,40.0,0.03
29,0.01931404136121273,0.44664259373079285,40.0,0.03
34,0.020657477900385857,0.4466041794714198,40.0,0.03
39,0.018873335793614388,0.47145820528580207,40.0,0.03
44,0.01868097111582756,0.47679778733866013,40.0,0.03
49,0.018863841891288757,0.4740319606637984,40.0,0.03
54,0.01885845512151718,0.48843730792870316,40.0,0.03
59,0.018315663561224937,0.4840964966195452,40.0,0.03
64,0.018450278788805008,0.4838275968039336,40.0,0.03
69,0.019130755215883255,0.4836739397664413,40.0,0.03
74,0.018936224281787872,0.4966579594345421,40.0,0.03
79,0.018917566165328026,0.48179164105716044,40.0,0.03
84,0.018673036247491837,0.49101106330669947,40.0,0.03
89,0.018180709332227707,0.49139520590043023,40.0,0.03
94,0.01823297329246998,0.49696527350952674,40.0,0.03
99,0.018868714570999146,0.5000768285187461,40.0,0.03
