epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.02154523879289627,0.9936076998710632,12.0,0.001
9,0.01982627436518669,0.8527845740318298,12.0,0.001
14,0.019470348954200745,0.8389718532562256,12.0,0.001
19,0.019050605595111847,0.8049187064170837,12.0,0.001
24,0.018358109518885612,0.7783125042915344,12.0,0.001
29,0.01839948631823063,0.7807636260986328,12.0,0.001
34,0.01818746142089367,0.7613030672073364,12.0,0.001
39,0.018246587365865707,0.7692747712135315,12.0,0.001
44,0.018039843067526817,0.7621546983718872,12.0,0.001
49,0.01813497021794319,0.7631715536117554,12.0,0.001
54,0.018040360882878304,0.7526880502700806,12.0,0.001
59,0.018087102100253105,0.7527652382850647,12.0,0.001
64,0.018077515065670013,0.750994861125946,12.0,0.001
69,0.018063265830278397,0.7546443939208984,12.0,0.001
74,0.01813548430800438,0.7469967603683472,12.0,0.001
79,0.01805943436920643,0.749265730381012,12.0,0.001
84,0.01809234730899334,0.7565308809280396,12.0,0.001
89,0.0180581733584404,0.7514528632164001,12.0,0.001
94,0.0179855115711689,0.7460495829582214,12.0,0.001
99,0.017938140779733658,0.7386801838874817,12.0,0.001
