epoch,distortion_loss,perception_loss,rate,lambda
4,0.026553373783826828,1.2528330087661743,8.0,0.001
9,0.02567577175796032,1.07154381275177,8.0,0.001
14,0.025129258632659912,1.0401184558868408,8.0,0.001
19,0.024474995210766792,0.9899047017097473,8.0,0.001
24,0.02394409105181694,1.006993055343628,8.0,0.001
29,0.024016641080379486,0.9518334865570068,8.0,0.001
34,0.02390618994832039,0.9418394565582275,8.0,0.001
39,0.023930015042424202,0.9360508322715759,8.0,0.001
44,0.023757275193929672,0.9739823937416077,8.0,0.001
49,0.023758700117468834,0.9595646858215332,8.0,0.001
