epoch,distortion_loss,accuracy,rate,lambda
4,0.04679093509912491,0.4749539028887523,120.0,0.035
9,0.037484489381313324,0.5281576521204672,120.0,0.035
14,0.07515157759189606,0.15999539028887522,120.0,0.035
19,0.06583482027053833,0.1908420405654579,120.0,0.035
24,0.0734730064868927,0.18073909035033806,120.0,0.035
29,0.02445431612432003,0.3385832821143208,120.0,0.035
34,0.023831363767385483,0.47303318992009835,120.0,0.035
39,0.016803929582238197,0.5497080516287646,120.0,0.035
44,0.016769248992204666,0.5751767055931162,120.0,0.035
49,0.01629345305263996,0.5870851259987707,120.0,0.035
54,0.015841975808143616,0.5972649047326367,120.0,0.035
59,0.015210730955004692,0.601259987707437,120.0,0.035
64,0.015030229464173317,0.6019130301167793,120.0,0.035
69,0.015448450110852718,0.6030270436385986,120.0,0.035
74,0.015064094215631485,0.6058312845728334,120.0,0.035
79,0.016063712537288666,0.6088275968039336,120.0,0.035
84,0.01629413478076458,0.6165488629379225,120.0,0.035
89,0.014476902782917023,0.6295712968653965,120.0,0.035
94,0.014534863643348217,0.6344114935464045,120.0,0.035
99,0.014922943897545338,0.6493930547019053,120.0,0.035
