epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.04679093509912491,1.553762674331665,120.0,0.035
9,0.037484489381313324,1.389976978302002,120.0,0.035
14,0.07515157759189606,2.2531301975250244,120.0,0.035
19,0.06583482027053833,2.24517560005188,120.0,0.035
24,0.0734730064868927,2.2277393341064453,120.0,0.035
29,0.02445431612432003,1.8771226406097412,120.0,0.035
34,0.023831363767385483,1.5368494987487793,120.0,0.035
39,0.016803929582238197,1.3343404531478882,120.0,0.035
44,0.016769248992204666,1.2645984888076782,120.0,0.035
49,0.01629345305263996,1.2470847368240356,120.0,0.035
54,0.015841975808143616,1.20039701461792,120.0,0.035
59,0.015210730955004692,1.1955840587615967,120.0,0.035
64,0.015030229464173317,1.1811801195144653,120.0,0.035
69,0.015448450110852718,1.1843992471694946,120.0,0.035
74,0.015064094215631485,1.1789193153381348,120.0,0.035
79,0.016063712537288666,1.169523000717163,120.0,0.035
84,0.01629413478076458,1.1522364616394043,120.0,0.035
89,0.014476902782917023,1.1228435039520264,120.0,0.035
94,0.014534863643348217,1.0983591079711914,120.0,0.035
99,0.014922943897545338,1.0637192726135254,120.0,0.035
