epoch,distortion_loss,accuracy,rate,lambda
4,0.022654347121715546,0.2338275968039336,30.0,0.03
9,0.017903437837958336,0.3656653349723417,30.0,0.03
14,0.018457304686307907,0.4074984634296251,30.0,0.03
19,0.019451649859547615,0.4108020897357099,30.0,0.03
24,0.018286207690835,0.42947141979102643,30.0,0.03
29,0.019492287188768387,0.40331130915795943,30.0,0.03
34,0.02296866662800312,0.408919791026429,30.0,0.03
39,0.023381561040878296,0.419099569760295,30.0,0.03
44,0.020087501034140587,0.42013675476336815,30.0,0.03
49,0.019545765593647957,0.41829287031346035,30.0,0.03
54,0.02133733406662941,0.42455439459127225,30.0,0.03
59,0.02061678096652031,0.4267440073755378,30.0,0.03
64,0.019549215212464333,0.4289720344191764,30.0,0.03
69,0.020289218053221703,0.44260909649661956,30.0,0.03
74,0.019918395206332207,0.43254456054087276,30.0,0.03
79,0.019949575886130333,0.4409188690842041,30.0,0.03
84,0.01894647628068924,0.4340811309157959,30.0,0.03
89,0.01937376894056797,0.43988168408113093,30.0,0.03
94,0.019231894984841347,0.43104640442532266,30.0,0.03
99,0.01956157758831978,0.44587430854333127,30.0,0.03
