epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.022654347121715546,2.0867202281951904,30.0,0.03
9,0.017903437837958336,1.8001335859298706,30.0,0.03
14,0.018457304686307907,1.7161387205123901,30.0,0.03
19,0.019451649859547615,1.7051494121551514,30.0,0.03
24,0.018286207690835,1.6608376502990723,30.0,0.03
29,0.019492287188768387,1.7102247476577759,30.0,0.03
34,0.02296866662800312,1.6981598138809204,30.0,0.03
39,0.023381561040878296,1.6687527894973755,30.0,0.03
44,0.020087501034140587,1.6653516292572021,30.0,0.03
49,0.019545765593647957,1.6654967069625854,30.0,0.03
54,0.02133733406662941,1.6490167379379272,30.0,0.03
59,0.02061678096652031,1.6452471017837524,30.0,0.03
64,0.019549215212464333,1.6380736827850342,30.0,0.03
69,0.020289218053221703,1.6217148303985596,30.0,0.03
74,0.019918395206332207,1.632163643836975,30.0,0.03
79,0.019949575886130333,1.615134358406067,30.0,0.03
84,0.01894647628068924,1.6193116903305054,30.0,0.03
89,0.01937376894056797,1.6046220064163208,30.0,0.03
94,0.019231894984841347,1.6470813751220703,30.0,0.03
99,0.01956157758831978,1.5967483520507812,30.0,0.03
