epoch,distortion_loss,accuracy,rate,lambda
4,0.02514112927019596,0.22134296250768284,8.0,0.003
9,0.02470044605433941,0.2284880147510756,8.0,0.003
14,0.024922821670770645,0.22760448678549478,8.0,0.003
19,0.024661775678396225,0.24539028887523048,8.0,0.003
24,0.024504391476511955,0.2564151813153042,8.0,0.003
29,0.024790361523628235,0.269860172095882,8.0,0.003
34,0.0240574162453413,0.27312538414259374,8.0,0.003
39,0.02524256333708763,0.27420098340503996,8.0,0.003
44,0.02424006536602974,0.28795328826060235,8.0,0.003
49,0.024357851594686508,0.2831515058389674,8.0,0.003
54,0.024204906076192856,0.28637830362630606,8.0,0.003
59,0.024507295340299606,0.283919791026429,8.0,0.003
64,0.024274513125419617,0.2917562999385372,8.0,0.003
69,0.02448051981627941,0.2939459127228027,8.0,0.003
74,0.024616209790110588,0.2915258143822987,8.0,0.003
79,0.02436748892068863,0.2954824830977259,8.0,0.003
84,0.02459796890616417,0.297480024585126,8.0,0.003
89,0.024134362116456032,0.2953288260602336,8.0,0.003
94,0.024461355060338974,0.2933312845728334,8.0,0.003
99,0.024491868913173676,0.29759526736324526,8.0,0.003
