epoch,distortion_loss,perception_loss,rate,lambda
4,0.010145788080990314,-0.17873305082321167,32.0,0.001
9,0.00875784270465374,-0.15729093551635742,32.0,0.001
14,0.007878840900957584,-0.0895724669098854,32.0,0.001
19,0.0076969219371676445,-0.1126880794763565,32.0,0.001
24,0.007073648739606142,-0.068628691136837,32.0,0.001
29,0.006989690940827131,-0.06443752348423004,32.0,0.001
34,0.007005403749644756,-0.07128980755805969,32.0,0.001
39,0.0069047436118125916,-0.05793291702866554,32.0,0.001
44,0.00682865222916007,-0.07094726711511612,32.0,0.001
49,0.0067939176224172115,-0.07036448270082474,32.0,0.001
