epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.05589570105075836,0.4539906978607178,12.0,0.05
9,0.05331885814666748,0.3849813938140869,12.0,0.05
14,0.046105388551950455,0.34563398361206055,12.0,0.05
19,0.06376788020133972,0.3173351287841797,12.0,0.05
24,0.05832739546895027,0.2824726700782776,12.0,0.05
29,0.057394616305828094,0.27177828550338745,12.0,0.05
34,0.05537944287061691,0.26149412989616394,12.0,0.05
39,0.05067022144794464,0.26968157291412354,12.0,0.05
44,0.053201403468847275,0.25874748826026917,12.0,0.05
49,0.054140057414770126,0.26499998569488525,12.0,0.05
54,0.054238345474004745,0.2545032501220703,12.0,0.05
59,0.05269861966371536,0.26680976152420044,12.0,0.05
64,0.05315249040722847,0.26172181963920593,12.0,0.05
69,0.05334904044866562,0.25251445174217224,12.0,0.05
74,0.054565995931625366,0.2612091898918152,12.0,0.05
79,0.05395734682679176,0.25216245651245117,12.0,0.05
84,0.05245085433125496,0.2523135542869568,12.0,0.05
89,0.05385565757751465,0.2530815601348877,12.0,0.05
94,0.05439061298966408,0.2544965147972107,12.0,0.05
99,0.05349324643611908,0.2646633982658386,12.0,0.05
