epoch,distortion_loss,perception_loss,rate,lambda
4,0.017580535262823105,-0.14558683335781097,20.0,0.001
9,0.013529086485505104,0.038407180458307266,20.0,0.001
14,0.013648660853505135,-0.1488686352968216,20.0,0.001
19,0.012166199274361134,-0.0459759458899498,20.0,0.001
24,0.011853085830807686,-0.018542183563113213,20.0,0.001
29,0.011712656356394291,-0.054250746965408325,20.0,0.001
34,0.012050267308950424,-0.07042133808135986,20.0,0.001
39,0.011675877496600151,-0.024824002757668495,20.0,0.001
44,0.01151263527572155,-0.044560015201568604,20.0,0.001
49,0.011554145254194736,-0.038397885859012604,20.0,0.001
54,0.011516327038407326,-0.0473952479660511,20.0,0.001
59,0.01149260625243187,-0.0337958000600338,20.0,0.001
64,0.011510439217090607,-0.03967307135462761,20.0,0.001
69,0.011469842866063118,-0.041211821138858795,20.0,0.001
74,0.011487070471048355,-0.04329942539334297,20.0,0.001
79,0.011539663188159466,-0.04903419688344002,20.0,0.001
84,0.011454077437520027,-0.048441942781209946,20.0,0.001
89,0.01143789291381836,-0.031296808272600174,20.0,0.001
94,0.01144131738692522,-0.047060057520866394,20.0,0.001
99,0.011442997492849827,-0.02484963648021221,20.0,0.001
