epoch,distortion_loss,perception_loss,rate,lambda
4,0.020833801478147507,1.6875110864639282,20.0,0.003
9,0.022119879722595215,1.9023793935775757,20.0,0.003
14,0.01977185718715191,1.9568488597869873,20.0,0.003
19,0.020162196829915047,1.8446327447891235,20.0,0.003
24,0.01969280280172825,1.8007670640945435,20.0,0.003
29,0.019573813304305077,1.8793505430221558,20.0,0.003
34,0.01920459419488907,1.9027761220932007,20.0,0.003
39,0.01921556144952774,1.5012778043746948,20.0,0.003
44,0.019364716485142708,1.7198798656463623,20.0,0.003
49,0.019196869805455208,1.7462470531463623,20.0,0.003
54,0.019276680424809456,1.6533246040344238,20.0,0.003
59,0.019297681748867035,1.745380163192749,20.0,0.003
64,0.01924286037683487,1.7426578998565674,20.0,0.003
69,0.01935097947716713,1.7107874155044556,20.0,0.003
74,0.019293785095214844,1.7404788732528687,20.0,0.003
79,0.019310563802719116,1.726822018623352,20.0,0.003
84,0.01921476051211357,1.6985533237457275,20.0,0.003
89,0.019171442836523056,1.710680365562439,20.0,0.003
94,0.019400697201490402,1.616255760192871,20.0,0.003
99,0.0193514134734869,1.6394270658493042,20.0,0.003
