epoch,distortion_loss,accuracy,rate,lambda
4,0.020833801478147507,0.398240626920713,20.0,0.003
9,0.022119879722595215,0.44664259373079285,20.0,0.003
14,0.01977185718715191,0.5370697602950215,20.0,0.003
19,0.020162196829915047,0.574139520590043,20.0,0.003
24,0.01969280280172825,0.613360479409957,20.0,0.003
29,0.019573813304305077,0.6394821757836509,20.0,0.003
34,0.01920459419488907,0.6529271665642287,20.0,0.003
39,0.01921556144952774,0.6641441303011678,20.0,0.003
44,0.019364716485142708,0.6790104486785494,20.0,0.003
49,0.019196869805455208,0.6764751075599262,20.0,0.003
54,0.019276680424809456,0.681699446834665,20.0,0.003
59,0.019297681748867035,0.6831976029502151,20.0,0.003
64,0.01924286037683487,0.6924554394591272,20.0,0.003
69,0.01935097947716713,0.6966425937307928,20.0,0.003
74,0.019293785095214844,0.6966425937307928,20.0,0.003
79,0.019310563802719116,0.6939151813153043,20.0,0.003
84,0.01921476051211357,0.6913030116779348,20.0,0.003
89,0.019171442836523056,0.6954901659496004,20.0,0.003
94,0.019400697201490402,0.6943761524277812,20.0,0.003
99,0.0193514134734869,0.7027504609711125,20.0,0.003
