epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.020833801478147507,1.7403016090393066,20.0,0.003
9,0.022119879722595215,1.6276555061340332,20.0,0.003
14,0.01977185718715191,1.3664422035217285,20.0,0.003
19,0.020162196829915047,1.255608081817627,20.0,0.003
24,0.01969280280172825,1.1595531702041626,20.0,0.003
29,0.019573813304305077,1.0733262300491333,20.0,0.003
34,0.01920459419488907,1.0397027730941772,20.0,0.003
39,0.01921556144952774,1.0066487789154053,20.0,0.003
44,0.019364716485142708,0.9771592020988464,20.0,0.003
49,0.019196869805455208,0.9773774147033691,20.0,0.003
54,0.019276680424809456,0.9595013856887817,20.0,0.003
59,0.019297681748867035,0.953165590763092,20.0,0.003
64,0.01924286037683487,0.9361615777015686,20.0,0.003
69,0.01935097947716713,0.9389734268188477,20.0,0.003
74,0.019293785095214844,0.9244990348815918,20.0,0.003
79,0.019310563802719116,0.9315528273582458,20.0,0.003
84,0.01921476051211357,0.9361230731010437,20.0,0.003
89,0.019171442836523056,0.9325978755950928,20.0,0.003
94,0.019400697201490402,0.9403613805770874,20.0,0.003
99,0.0193514134734869,0.91608065366745,20.0,0.003
