epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.018972644582390785,1.5640921592712402,32.0,0.003
9,0.017319686710834503,1.301498293876648,32.0,0.003
14,0.017100440338253975,1.1716974973678589,32.0,0.003
19,0.017702754586935043,1.0988675355911255,32.0,0.003
24,0.017663976177573204,0.9535672664642334,32.0,0.003
29,0.017059823498129845,0.9160453677177429,32.0,0.003
34,0.017156658694148064,0.8625344038009644,32.0,0.003
39,0.01688571646809578,0.8140154480934143,32.0,0.003
44,0.016533000394701958,0.801978349685669,32.0,0.003
49,0.016523633152246475,0.7801994681358337,32.0,0.003
54,0.01661275513470173,0.7725877165794373,32.0,0.003
59,0.01642317697405815,0.7676845788955688,32.0,0.003
64,0.01643698662519455,0.7763901352882385,32.0,0.003
69,0.016446836292743683,0.7659114599227905,32.0,0.003
74,0.016476893797516823,0.771348237991333,32.0,0.003
79,0.016638576984405518,0.7633124589920044,32.0,0.003
84,0.016438793390989304,0.761246383190155,32.0,0.003
89,0.016456708312034607,0.7484734058380127,32.0,0.003
94,0.016392473131418228,0.7632358074188232,32.0,0.003
99,0.01641208864748478,0.7809351086616516,32.0,0.003
