epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.02972223237156868,2.22758150100708,4.0,0.003
9,0.029086535796523094,2.2248544692993164,4.0,0.003
14,0.029283830896019936,2.2174174785614014,4.0,0.003
19,0.028778543695807457,2.219364643096924,4.0,0.003
24,0.028782593086361885,2.2182836532592773,4.0,0.003
29,0.029392825439572334,2.219136953353882,4.0,0.003
34,0.02953493967652321,2.2184903621673584,4.0,0.003
39,0.029516374692320824,2.216252565383911,4.0,0.003
44,0.029050083830952644,2.216758966445923,4.0,0.003
49,0.029292354360222816,2.2159087657928467,4.0,0.003
54,0.02938699536025524,2.215522527694702,4.0,0.003
59,0.028903989121317863,2.2141969203948975,4.0,0.003
64,0.029183965176343918,2.2128376960754395,4.0,0.003
69,0.0292463768273592,2.2128539085388184,4.0,0.003
74,0.02911401353776455,2.213566303253174,4.0,0.003
79,0.028957974165678024,2.2125964164733887,4.0,0.003
84,0.02925184555351734,2.216033935546875,4.0,0.003
89,0.02934085950255394,2.2128660678863525,4.0,0.003
94,0.028897646814584732,2.2128231525421143,4.0,0.003
99,0.029022494331002235,2.21022891998291,4.0,0.003
