epoch,distortion_loss,perception_loss,rate,lambda
4,0.02972223237156868,3.1588897705078125,4.0,0.003
9,0.029086535796523094,3.8493235111236572,4.0,0.003
14,0.029283830896019936,3.6768221855163574,4.0,0.003
19,0.028778543695807457,3.6134414672851562,4.0,0.003
24,0.028782593086361885,3.677452564239502,4.0,0.003
29,0.029392825439572334,3.5577950477600098,4.0,0.003
34,0.02953493967652321,3.5312371253967285,4.0,0.003
39,0.029516374692320824,3.4691953659057617,4.0,0.003
44,0.029050083830952644,3.4247779846191406,4.0,0.003
49,0.029292354360222816,3.4845447540283203,4.0,0.003
54,0.02938699536025524,3.3863654136657715,4.0,0.003
59,0.028903989121317863,3.533752202987671,4.0,0.003
64,0.029183965176343918,3.295628786087036,4.0,0.003
69,0.0292463768273592,3.331392765045166,4.0,0.003
74,0.02911401353776455,3.3303775787353516,4.0,0.003
79,0.028957974165678024,3.4973881244659424,4.0,0.003
84,0.02925184555351734,3.372710704803467,4.0,0.003
89,0.02934085950255394,3.3369696140289307,4.0,0.003
94,0.028897646814584732,3.471149206161499,4.0,0.003
99,0.029022494331002235,3.3296761512756348,4.0,0.003
