epoch,distortion_loss,perception_loss,rate,lambda
4,0.035352207720279694,2.8871383666992188,4.0,0.001
9,0.03469277173280716,2.998328685760498,4.0,0.001
14,0.034312620759010315,3.051741123199463,4.0,0.001
19,0.03430965170264244,2.847541332244873,4.0,0.001
24,0.033510055392980576,3.146522045135498,4.0,0.001
29,0.03352074325084686,3.1366870403289795,4.0,0.001
34,0.03345058113336563,3.19954514503479,4.0,0.001
39,0.03345825523138046,3.1868879795074463,4.0,0.001
44,0.033255040645599365,3.2225847244262695,4.0,0.001
49,0.03334551677107811,3.2237660884857178,4.0,0.001
54,0.03332487866282463,3.2341060638427734,4.0,0.001
59,0.03343196585774422,3.24481463432312,4.0,0.001
64,0.03327123075723648,3.234924554824829,4.0,0.001
69,0.033281438052654266,3.2224552631378174,4.0,0.001
74,0.03329743817448616,3.2544684410095215,4.0,0.001
79,0.03322993963956833,3.234567165374756,4.0,0.001
84,0.033398985862731934,3.2268402576446533,4.0,0.001
89,0.03326163813471794,3.2234504222869873,4.0,0.001
94,0.03341534361243248,3.2047765254974365,4.0,0.001
99,0.03329946845769882,3.205261468887329,4.0,0.001
