epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.018055636435747147,1.6467251777648926,28.0,0.003
9,0.01803112030029297,1.328360915184021,28.0,0.003
14,0.017909947782754898,1.2061357498168945,28.0,0.003
19,0.017681948840618134,1.0332263708114624,28.0,0.003
24,0.018333865329623222,0.9637587666511536,28.0,0.003
29,0.017266692593693733,0.9044070839881897,28.0,0.003
34,0.01740373484790325,0.8409716486930847,28.0,0.003
39,0.017311222851276398,0.8176108002662659,28.0,0.003
44,0.017143934965133667,0.7875811457633972,28.0,0.003
49,0.017089638859033585,0.7645090222358704,28.0,0.003
54,0.01724686287343502,0.7838402390480042,28.0,0.003
59,0.01699078641831875,0.7695459127426147,28.0,0.003
64,0.017184250056743622,0.7921297550201416,28.0,0.003
69,0.017073433846235275,0.7620362043380737,28.0,0.003
74,0.0171775221824646,0.7806910276412964,28.0,0.003
79,0.017267810180783272,0.7658573985099792,28.0,0.003
84,0.017026232555508614,0.7753410935401917,28.0,0.003
89,0.017153754830360413,0.7666509747505188,28.0,0.003
94,0.017031220719218254,0.7733500599861145,28.0,0.003
99,0.017014482989907265,0.7689812779426575,28.0,0.003
