epoch,distortion_loss,perception_loss,rate,lambda
4,0.017960282042622566,0.1867857724428177,16.0,0.001
9,0.016430364921689034,0.1967075616121292,16.0,0.001
14,0.015563459135591984,0.1274082213640213,16.0,0.001
19,0.015741560608148575,0.05191883072257042,16.0,0.001
24,0.014670321717858315,0.06875034421682358,16.0,0.001
29,0.014573893509805202,0.08981865644454956,16.0,0.001
34,0.01454187836498022,0.08749470114707947,16.0,0.001
39,0.014468147419393063,0.07002290338277817,16.0,0.001
44,0.014277773909270763,0.07898907363414764,16.0,0.001
49,0.014392736367881298,0.076118104159832,16.0,0.001
