epoch,distortion_loss,perception_loss,rate,lambda
4,0.013126890175044537,-0.0736696869134903,24.0,0.001
9,0.011600634083151817,-0.09623518586158752,24.0,0.001
14,0.010858271270990372,-0.10411709547042847,24.0,0.001
19,0.010615983046591282,-0.19618338346481323,24.0,0.001
24,0.009667962789535522,-0.0954309031367302,24.0,0.001
29,0.009678475558757782,-0.11898628622293472,24.0,0.001
34,0.009616016410291195,-0.11066128313541412,24.0,0.001
39,0.009554906748235226,-0.10366202145814896,24.0,0.001
44,0.009514318779110909,-0.10543208569288254,24.0,0.001
49,0.00946224108338356,-0.10188517719507217,24.0,0.001
