epoch,distortion_loss,perception_loss,rate,lambda
4,0.06615203619003296,-2.5692665576934814,10.0,0.03
9,0.061578549444675446,-1.7121810913085938,10.0,0.03
14,0.06128370016813278,-1.1254632472991943,10.0,0.03
19,0.08243181556463242,-0.16371436417102814,10.0,0.03
24,0.08320759236812592,0.11742301285266876,10.0,0.03
29,0.10171059519052505,-1.0441310405731201,10.0,0.03
34,0.07934843003749847,0.5035737752914429,10.0,0.03
39,0.08485640585422516,1.2297470569610596,10.0,0.03
44,0.09881708025932312,-0.036413587629795074,10.0,0.03
49,0.09227132797241211,-0.3612111210823059,10.0,0.03
54,0.10149530321359634,-0.4388570487499237,10.0,0.03
59,0.09552861005067825,-0.4787706732749939,10.0,0.03
64,0.09550101310014725,-0.23394517600536346,10.0,0.03
69,0.09875055402517319,-0.5671060085296631,10.0,0.03
74,0.09527193009853363,-0.27938389778137207,10.0,0.03
79,0.0876091942191124,-0.10476154834032059,10.0,0.03
84,0.09947708994150162,-0.5831472873687744,10.0,0.03
89,0.029719924554228783,-1.131037712097168,10.0,0.03
94,0.02949553169310093,-1.0518417358398438,10.0,0.03
99,0.029960880056023598,-1.1181695461273193,10.0,0.03
