epoch,distortion_loss,perception_loss,rate,lambda
4,0.017868991941213608,0.172743022441864,16.0,0.001
9,0.016519954428076744,0.17043480277061462,16.0,0.001
14,0.015423618257045746,0.12535376846790314,16.0,0.001
19,0.015093721449375153,0.1171773299574852,16.0,0.001
24,0.014747371897101402,0.18341746926307678,16.0,0.001
29,0.014657051302492619,0.18097417056560516,16.0,0.001
34,0.014573371969163418,0.13648702204227448,16.0,0.001
39,0.014516189694404602,0.10966186970472336,16.0,0.001
44,0.014429474249482155,0.11500346660614014,16.0,0.001
49,0.01435208972543478,0.10742302983999252,16.0,0.001
