epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.05378751829266548,0.4741244614124298,16.0,0.05
9,0.05097559094429016,0.3834533095359802,16.0,0.05
14,0.05306564271450043,0.3464560806751251,16.0,0.05
19,0.05250787362456322,0.3011968731880188,16.0,0.05
24,0.05009476840496063,0.26790952682495117,16.0,0.05
29,0.04997595027089119,0.26926296949386597,16.0,0.05
34,0.04838229715824127,0.2653583288192749,16.0,0.05
39,0.04987901449203491,0.2710416316986084,16.0,0.05
44,0.04965797811746597,0.2807936668395996,16.0,0.05
49,0.04941897094249725,0.25509971380233765,16.0,0.05
54,0.049301523715257645,0.25983965396881104,16.0,0.05
59,0.04958773031830788,0.2487514168024063,16.0,0.05
64,0.049300625920295715,0.26393625140190125,16.0,0.05
69,0.04858013987541199,0.25787976384162903,16.0,0.05
74,0.050261083990335464,0.25958800315856934,16.0,0.05
79,0.05046279355883598,0.257404088973999,16.0,0.05
84,0.049424704164266586,0.2610110640525818,16.0,0.05
89,0.04955882579088211,0.2575233578681946,16.0,0.05
94,0.04976421222090721,0.24736015498638153,16.0,0.05
99,0.04938254505395889,0.24861474335193634,16.0,0.05
