epoch,distortion_loss,perception_loss,rate,lambda
4,0.010782611556351185,-0.1944447010755539,32.0,0.001
9,0.00867072306573391,-0.16489610075950623,32.0,0.001
14,0.008170731365680695,-0.13625434041023254,32.0,0.001
19,0.007415067870169878,-0.13503485918045044,32.0,0.001
24,0.007004223298281431,-0.10044167935848236,32.0,0.001
29,0.006876299623399973,-0.09412169456481934,32.0,0.001
34,0.006854659412056208,-0.10498639941215515,32.0,0.001
39,0.006763859186321497,-0.12414099276065826,32.0,0.001
44,0.006733629386872053,-0.13257157802581787,32.0,0.001
49,0.0067792367190122604,-0.1335388869047165,32.0,0.001
54,0.00671321339905262,-0.1368798017501831,32.0,0.001
59,0.006708040367811918,-0.12608982622623444,32.0,0.001
64,0.006691967137157917,-0.12322600930929184,32.0,0.001
69,0.006705956999212503,-0.13375192880630493,32.0,0.001
74,0.006705984938889742,-0.1396169513463974,32.0,0.001
79,0.006725674960762262,-0.13915422558784485,32.0,0.001
84,0.0066762822680175304,-0.13603155314922333,32.0,0.001
89,0.0066642058081924915,-0.13960468769073486,32.0,0.001
94,0.006664177402853966,-0.13316750526428223,32.0,0.001
99,0.006681894883513451,-0.13984934985637665,32.0,0.001
