epoch,distortion_loss,accuracy,rate,lambda
4,0.024923061951994896,0.23355869698832207,8.0,0.003
9,0.026017341762781143,0.23148432698217578,8.0,0.003
14,0.02559281513094902,0.2513444990780578,8.0,0.003
19,0.024567488580942154,0.2579901659496005,8.0,0.003
24,0.025584934279322624,0.25979563614013523,8.0,0.003
29,0.025302372872829437,0.273240626920713,8.0,0.003
34,0.024479573592543602,0.27896435156730176,8.0,0.003
39,0.024564683437347412,0.2831515058389674,8.0,0.003
44,0.02435937151312828,0.2864935464044253,8.0,0.003
49,0.02440112829208374,0.28272894898586354,8.0,0.003
54,0.024353891611099243,0.28776121696373697,8.0,0.003
59,0.024521222338080406,0.2915258143822987,8.0,0.003
64,0.02457772195339203,0.293600184388445,8.0,0.003
69,0.024453215301036835,0.2953288260602336,8.0,0.003
74,0.024465709924697876,0.2973263675476337,8.0,0.003
79,0.024564044550061226,0.2968269821757836,8.0,0.003
84,0.024324016645550728,0.2986708666256915,8.0,0.003
89,0.02453966811299324,0.29820989551321453,8.0,0.003
94,0.024449119344353676,0.29990012292563,8.0,0.003
99,0.024753155186772346,0.294099569760295,8.0,0.003
