epoch,distortion_loss,accuracy,rate,lambda
4,0.018525686115026474,0.43688537185003073,28.0,0.003
9,0.01808585599064827,0.5263521819299324,28.0,0.003
14,0.017858441919088364,0.576521204671174,28.0,0.003
19,0.017737168818712234,0.6311462814996927,28.0,0.003
24,0.017575671896338463,0.6668715427166564,28.0,0.003
29,0.01752345822751522,0.6960279655808236,28.0,0.003
34,0.017789095640182495,0.6978718500307314,28.0,0.003
39,0.01743464171886444,0.7086662569145666,28.0,0.003
44,0.017224447801709175,0.7319068838352797,28.0,0.003
49,0.017307842150330544,0.7368623232944069,28.0,0.003
54,0.01718224212527275,0.7355178242163491,28.0,0.003
59,0.017271870747208595,0.7392055931161647,28.0,0.003
64,0.017196405678987503,0.7432390903503381,28.0,0.003
69,0.017283888533711433,0.7348263675476336,28.0,0.003
74,0.017303593456745148,0.7438537185003073,28.0,0.003
79,0.01717173494398594,0.7475030731407498,28.0,0.003
84,0.017460130155086517,0.7496542716656422,28.0,0.003
89,0.01711006835103035,0.7462738168408113,28.0,0.003
94,0.017189770936965942,0.7525737553779963,28.0,0.003
99,0.01726704277098179,0.74850184388445,28.0,0.003
