epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.018525686115026474,1.6344895362854004,28.0,0.003
9,0.01808585599064827,1.4022854566574097,28.0,0.003
14,0.017858441919088364,1.2649580240249634,28.0,0.003
19,0.017737168818712234,1.1088323593139648,28.0,0.003
24,0.017575671896338463,1.0199851989746094,28.0,0.003
29,0.01752345822751522,0.9451409578323364,28.0,0.003
34,0.017789095640182495,0.93729168176651,28.0,0.003
39,0.01743464171886444,0.8968395590782166,28.0,0.003
44,0.017224447801709175,0.8461377620697021,28.0,0.003
49,0.017307842150330544,0.8260782361030579,28.0,0.003
54,0.01718224212527275,0.8252968192100525,28.0,0.003
59,0.017271870747208595,0.8233799338340759,28.0,0.003
64,0.017196405678987503,0.8072547912597656,28.0,0.003
69,0.017283888533711433,0.8325642347335815,28.0,0.003
74,0.017303593456745148,0.8094364404678345,28.0,0.003
79,0.01717173494398594,0.8061720728874207,28.0,0.003
84,0.017460130155086517,0.7954646348953247,28.0,0.003
89,0.01711006835103035,0.8096590042114258,28.0,0.003
94,0.017189770936965942,0.7879671454429626,28.0,0.003
99,0.01726704277098179,0.8139823079109192,28.0,0.003
