epoch,distortion_loss,accuracy,rate,lambda
4,0.02367226593196392,0.2986708666256915,12.0,0.003
9,0.02326308563351631,0.3720036877688998,12.0,0.003
14,0.02201409637928009,0.4055777504609711,12.0,0.003
19,0.02307632565498352,0.4319299323909035,12.0,0.003
24,0.023349331691861153,0.4629302397049785,12.0,0.003
29,0.02236335352063179,0.4890135218192993,12.0,0.003
34,0.022744646295905113,0.4960049170251998,12.0,0.003
39,0.022613469511270523,0.49254763368162263,12.0,0.003
44,0.0224364772439003,0.5277735095267363,12.0,0.003
49,0.022543322294950485,0.5289643515673018,12.0,0.003
54,0.022414760664105415,0.5324216349108789,12.0,0.003
59,0.022513754665851593,0.5369929317762754,12.0,0.003
64,0.02262207865715027,0.5375691456668715,12.0,0.003
69,0.022500870749354362,0.5361478180700676,12.0,0.003
74,0.022601287811994553,0.5426782421634911,12.0,0.003
79,0.02241474762558937,0.5357252612169637,12.0,0.003
84,0.022466227412223816,0.5447910264290104,12.0,0.003
89,0.022564459592103958,0.554279348494161,12.0,0.003
94,0.022458236664533615,0.5374154886293793,12.0,0.003
99,0.022458238527178764,0.5461355255070682,12.0,0.003
