epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.02367226593196392,1.9601982831954956,12.0,0.003
9,0.02326308563351631,1.7679805755615234,12.0,0.003
14,0.02201409637928009,1.6748801469802856,12.0,0.003
19,0.02307632565498352,1.5996711254119873,12.0,0.003
24,0.023349331691861153,1.514112949371338,12.0,0.003
29,0.02236335352063179,1.4315823316574097,12.0,0.003
34,0.022744646295905113,1.4229329824447632,12.0,0.003
39,0.022613469511270523,1.426451563835144,12.0,0.003
44,0.0224364772439003,1.3404606580734253,12.0,0.003
49,0.022543322294950485,1.3194655179977417,12.0,0.003
54,0.022414760664105415,1.325114369392395,12.0,0.003
59,0.022513754665851593,1.3062655925750732,12.0,0.003
64,0.02262207865715027,1.306256890296936,12.0,0.003
69,0.022500870749354362,1.313010573387146,12.0,0.003
74,0.022601287811994553,1.294390320777893,12.0,0.003
79,0.02241474762558937,1.3070919513702393,12.0,0.003
84,0.022466227412223816,1.2939884662628174,12.0,0.003
89,0.022564459592103958,1.2726575136184692,12.0,0.003
94,0.022458236664533615,1.3040051460266113,12.0,0.003
99,0.022458238527178764,1.2974623441696167,12.0,0.003
