epoch,distortion_loss,perception_loss,rate,lambda
4,0.014363950118422508,-0.13103002309799194,24.0,0.001
9,0.011204760521650314,-0.08383199572563171,24.0,0.001
14,0.011325014755129814,-0.13239137828350067,24.0,0.001
19,0.010116086341440678,-0.07159433513879776,24.0,0.001
24,0.009811206720769405,-0.1114727109670639,24.0,0.001
29,0.01000981405377388,-0.1394123136997223,24.0,0.001
34,0.009641357697546482,-0.04363061860203743,24.0,0.001
39,0.009592588059604168,-0.06762822717428207,24.0,0.001
44,0.009456140920519829,-0.06242916360497475,24.0,0.001
49,0.009454363025724888,-0.059912536293268204,24.0,0.001
54,0.009466778486967087,-0.06005403399467468,24.0,0.001
59,0.0094467643648386,-0.06913213431835175,24.0,0.001
64,0.009477890096604824,-0.07008599489927292,24.0,0.001
69,0.009474317543208599,-0.0710802972316742,24.0,0.001
74,0.00945234578102827,-0.060475561767816544,24.0,0.001
79,0.009453057311475277,-0.0750969648361206,24.0,0.001
84,0.009413800202310085,-0.06702503561973572,24.0,0.001
89,0.009450874291360378,-0.08115017414093018,24.0,0.001
94,0.009456655941903591,-0.06870605796575546,24.0,0.001
99,0.009486985392868519,-0.07670606672763824,24.0,0.001
