epoch,distortion_loss,accuracy,rate,lambda
4,0.019274191930890083,0.4119161032575292,24.0,0.003
9,0.018665628507733345,0.5214735709895513,24.0,0.003
14,0.01838558353483677,0.5755992624462201,24.0,0.003
19,0.019068943336606026,0.6215811309157959,24.0,0.003
24,0.018546074628829956,0.6602258758451137,24.0,0.003
29,0.018299374729394913,0.6797787338660111,24.0,0.003
34,0.018053805455565453,0.7046711739397664,24.0,0.003
39,0.01820409670472145,0.7181545789797172,24.0,0.003
44,0.018194960430264473,0.7346727105101414,24.0,0.003
49,0.017965804785490036,0.7304087277197295,24.0,0.003
54,0.01804538071155548,0.7376306084818685,24.0,0.003
59,0.018165815621614456,0.7387446220036877,24.0,0.003
64,0.018071414902806282,0.7417025199754149,24.0,0.003
69,0.018071642145514488,0.7428549477566072,24.0,0.003
74,0.018063709139823914,0.7404732636754764,24.0,0.003
79,0.018009310588240623,0.7424323909035033,24.0,0.003
84,0.018261881545186043,0.7407037492317148,24.0,0.003
89,0.01808454468846321,0.7423939766441303,24.0,0.003
94,0.017957568168640137,0.7415488629379225,24.0,0.003
99,0.018031340092420578,0.7428933620159803,24.0,0.003
