epoch,distortion_loss,perception_loss,rate,lambda
4,0.019274191930890083,1.9684829711914062,24.0,0.003
9,0.018665628507733345,1.6626611948013306,24.0,0.003
14,0.01838558353483677,1.7582274675369263,24.0,0.003
19,0.019068943336606026,1.647852897644043,24.0,0.003
24,0.018546074628829956,1.8221840858459473,24.0,0.003
29,0.018299374729394913,1.8640719652175903,24.0,0.003
34,0.018053805455565453,1.7293486595153809,24.0,0.003
39,0.01820409670472145,1.713504672050476,24.0,0.003
44,0.018194960430264473,1.6606595516204834,24.0,0.003
49,0.017965804785490036,1.6639854907989502,24.0,0.003
54,0.01804538071155548,1.6386075019836426,24.0,0.003
59,0.018165815621614456,1.6744868755340576,24.0,0.003
64,0.018071414902806282,1.537009358406067,24.0,0.003
69,0.018071642145514488,1.5024373531341553,24.0,0.003
74,0.018063709139823914,1.5989408493041992,24.0,0.003
79,0.018009310588240623,1.5958794355392456,24.0,0.003
84,0.018261881545186043,1.4391133785247803,24.0,0.003
89,0.01808454468846321,1.548129916191101,24.0,0.003
94,0.017957568168640137,1.647667646408081,24.0,0.003
99,0.018031340092420578,1.5601493120193481,24.0,0.003
