epoch,distortion_loss,accuracy,rate,lambda
4,0.0182126946747303,0.4009680393362016,20.0,0.003
9,0.01957472786307335,0.4770282728948986,20.0,0.003
14,0.019991435110569,0.5372618315918869,20.0,0.003
19,0.019721481949090958,0.5873540258143823,20.0,0.003
24,0.01971827819943428,0.6423248309772588,20.0,0.003
29,0.019643288105726242,0.6571911493546404,20.0,0.003
34,0.019622361287474632,0.671980639213276,20.0,0.003
39,0.019223880022764206,0.6949907805777504,20.0,0.003
44,0.019206341356039047,0.7123156115550092,20.0,0.003
49,0.01922699250280857,0.7130454824830977,20.0,0.003
54,0.01916748471558094,0.7156576521204672,20.0,0.003
59,0.019057849422097206,0.7152350952673633,20.0,0.003
64,0.0191351231187582,0.7178472649047326,20.0,0.003
69,0.019084982573986053,0.7206130915795943,20.0,0.003
74,0.019012944772839546,0.7233789182544561,20.0,0.003
79,0.019202297553420067,0.7264520590043024,20.0,0.003
84,0.019035356119275093,0.7259910878918254,20.0,0.003
89,0.019086696207523346,0.7255301167793485,20.0,0.003
94,0.019082089886069298,0.719960049170252,20.0,0.003
99,0.019208241254091263,0.7294483712354026,20.0,0.003
