epoch,distortion_loss,perception_loss,rate,lambda
4,0.06424068659543991,-0.45784926414489746,4.0,0.03
9,0.0882609486579895,0.3095356523990631,4.0,0.03
14,0.09945055842399597,-0.04900943487882614,4.0,0.03
19,0.09322811663150787,0.13749602437019348,4.0,0.03
24,0.10376610606908798,0.03866340592503548,4.0,0.03
29,0.09388459473848343,0.3740980923175812,4.0,0.03
34,0.09798335283994675,1.5028125047683716,4.0,0.03
39,0.10041473805904388,0.40459683537483215,4.0,0.03
44,0.0886155441403389,0.14692147076129913,4.0,0.03
49,0.09243851155042648,0.2962532043457031,4.0,0.03
54,0.10012269765138626,0.10996516048908234,4.0,0.03
59,0.10033769905567169,-0.17682158946990967,4.0,0.03
64,0.047822367399930954,-0.2640426456928253,4.0,0.03
69,0.04885890707373619,0.11864257603883743,4.0,0.03
74,0.04451034218072891,-0.8610582947731018,4.0,0.03
79,0.03958074375987053,-0.39769476652145386,4.0,0.03
84,0.03966830298304558,-0.3742120563983917,4.0,0.03
89,0.03781251981854439,-0.1507347971200943,4.0,0.03
94,0.03470943868160248,-0.4025121033191681,4.0,0.03
99,0.0363582968711853,-0.24374397099018097,4.0,0.03
